STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7868355;18;M;BGD 1;Y;N;Music Performance;N;1030;200708;PSYC 1101;D;POLS 1101;D;;;200802;MATH 1111;B;MUSC 1100;B;;;Off Campus;1;69;3,29;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;13;13;14;14;193440
7920141;18;F;BGD 3;Y;N;Biology;N;;200508;CHEM 1211;F;ECON 2105;D;HIST 2112;C;200602;ARTH 1100;B;ENGL 1101;B;ITDS 2735;A;On Campus;1;150;3,03;SCHOOL 56;2;High School;2;High School;B;Bachelors;15;8;12;8;
7921389;18;F;BGD 3;Y;N;Biology;N;830;200508;CHEM 1211;F;COMM 1110;D;HIST 2112;D;200602;ENGL 1102;B;MATH 1113;B;MUSC 1100;A;On Campus;1;;3,67;SCHOOL 207;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;7;12;12;191640
7888995;18;M;BGD 3;Y;N;Accounting;N;950;200608;COMM 1110;F;POLS 1101;D;ENGL 1101;C;200702;ARTH 1100;B;COMM 1110;B;;;On Campus;1;150;2,43;SCHOOL 280;2;High School;2;High School;B;Bachelors;15;6;15;11;
7769635;18;F;BGD 1;Y;N;History and Secondary Ed;N;950;201008;POLS 1101;F;BIOL 1215K;D;COMM 1110;B;201102;ENGL 1102;B;POLS 1101;B;;;Off Campus;1;69;3,71;SCHOOL 11;2;High School;2;High School;B;Bachelors;14;11;13;9;
7799435;18;F;BGD 1;Y;N;Undeclared;N;1110;200708;HIST 2111;NOT REP;ECON 2106;D;ARTH 1100;C;200802;ENGL 1101;B;HIST 2111;B;ITDS 2735;A;Off Campus;1;69;3,29;SCHOOL 1;2;High School;3;College/Beyond;B;Bachelors;13;10;13;13;-326880
7956305;18;M;BGD 1;Y;N;General Business;N;530;200508;HIST 2111;F;MATH 1111;F;THEA 1100;D;200602;ENGL 1102;B;POLS 1101;B;COMM 1110;A;Off Campus;1;0;2,6;SCHOOL 2;;No Information;;No Information;B;Bachelors;12;6;15;15;-288180
7951283;18;M;BGD 1;Y;N;Mathematics and Secondary Ed;N;1110;200708;ENGL 1101;NOT REP;POLS 1101;NOT REP;JAPN 1001;A;200802;HIST 2112;B;MATH 1131;B;MATH 2125;B;Off Campus;1;0;3,94;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;15;15;16;16;
7940682;18;M;BGD 3;Y;N;Political Science;N;;200908;POLS 1101;A;;;;;201002;HIST 2111;B;ITDS 1146;B;;;On Campus;1;69;2,73;SCHOOL 240;2;High School;3;College/Beyond;B;Bachelors;12;8;12;12;392400
7830344;18;F;BGD 1;Y;N;Music Education;N;1150;200708;ENGL 1101;B;;;;;200802;ENGL 1102;B;HIST 2112;B;ITDS 2735;B;Off Campus;1;215;3,6;SCHOOL 313;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;16;16;-338880
7832443;18;M;BGD 6;N;N;Music Education;N;1150;200808;ENGL 1101;B;;;;;200902;ENGL 1102;B;MATH 1101;B;;;Off Campus;1;69;2,73;SCHOOL 2;2;High School;3;College/Beyond;B;Bachelors;14;14;17;17;
7928828;19;M;BGD 4;Y;N;Criminal Justice;N;950;200908;ENGL 1101;B;;;;;201002;COMM 1110;B;GEOL 1110;B;HIST 2112;B;Off Campus;1;69;2,67;SCHOOL 34;2;High School;2;High School;B;Bachelors;12;11;18;17;854940
7807188;18;M;BGD 1;Y;N;Computer Science - Systems;N;1070;200808;POLS 1101;B;;;;;200902;CPSC 1301;B;CPSC 1301L;B;ECON 2105;B;Off Campus;1;69;2,8;SCHOOL 11;2;High School;2;High School;B;Bachelors;15;11;15;15;
7894269;18;M;BGD 1;Y;N;Undeclared;N;1110;200708;MATH 1111;D;;;;;200802;COMM 1110;B;ENGL 1101;B;HIST 2111;B;Off Campus;1;69;2,93;SCHOOL 10;2;High School;1;Middle School/Junior High;B;Bachelors;12;6;12;12;853260
7789820;18;M;BGD 3;Y;N;Theatre Arts;N;1070;200808;THEA 1100;D;;;;;200902;ENGL 1101;B;SPAN 1001;B;;;Off Campus;1;138;3,16;SCHOOL 315;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;16;12;
7764059;18;F;BGD 1;Y;N;Criminal Justice;History;1070;201008;ANTH 1105;A;BIOL 1125;A;COMM 1110;A;201102;ARTH 1100;C;ENGL 1102;B;MATH 1111;B;On Campus;1;0;4;SCHOOL 18;2;High School;2;High School;B;Bachelors;15;15;15;15;
7756324;18;F;BGD 3;Y;N;English Language/Literature;N;990;200908;ANTH 1105I;A;ENGL 1102;A;THEA 1100I;A;201002;POLS 1101;C;ASTR 1105;B;ENGL 2136;A;Off Campus;1;0;2,85;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;12;628380
7940347;18;F;BGD 1;Y;N;Joint Enrollment - Accel;N;;200908;ARTH 1100;A;MATH 1111;A;;;201002;ENGL 2111;C;STAT 1127;B;ITDS 2735;A;Off Campus;1;69;3,77;SCHOOL 11;2;High School;2;High School;B;Bachelors;12;12;13;13;-231720
7948048;18;F;BGD 1;Y;N;Theatre Arts;N;1150;201008;ARTH 1100;A;BIOL 1125;A;COMM 1110;A;201102;MATH 1101;C;ASTR 1105;B;ENGL 1102;B;On Campus;1;150;3,58;SCHOOL 82;2;High School;1;Middle School/Junior High;B;Bachelors;16;16;17;17;
7947327;18;F;BGD 1;Y;N;Pre-Nursing;N;950;200908;BIOL 1215K;A;ENGL 1102;A;SOCI 1101;A;201002;ECON 2106;C;ARTH 1100;B;HIST 2111;B;Off Campus;1;69;2,71;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;13;13;-417420
7828978;17;F;BGD 2;Y;N;Biology;N;1110;201008;BIOL 1215K;A;ENGL 1101;A;HIST 2111;A;201102;CHEM 1211;C;CHEM 1211L;B;MATH 1111;B;Off Campus;1;69;3,25;SCHOOL 8;3;CollegeBeyond;2;High School;B;Bachelors;14;10;16;16;
7778785;18;M;BGD 1;Y;N;Engineering Studies;N;1150;200908;CHEM 1211;A;CHEM 1211L;A;HIST 2111;A;201002;ENGL 1101;C;POLS 1101;B;MATH 1131;A;On Campus;1;69;3,2;SCHOOL 87;2;High School;3;College/Beyond;B;Bachelors;15;15;17;17;
7999647;18;F;BGD 1;Y;N;Early Childhood Education;N;910;200508;COMM 1110;A;ENGL 1101;A;ITDS 2735;A;200602;HIST 2111;C;ENGL 1102;B;;;Off Campus;1;69;2,6;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;12;12;12;-148680
7766020;18;M;BGD 6;Y;N;English and Secondary Ed;N;1340;200608;COMM 1110;A;ENGL 1101;A;POLS 1101;A;200702;HIST 2111;C;ENGL 1102;B;SPAN 1001;B;Off Campus;1;69;3,69;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;13;13;15;15;
8005610;18;F;BGD 1;Y;N;English and Secondary Ed;N;830;200608;COMM 1110;A;ENGL 1101;A;;;200702;MATH 1101;C;ENGL 1102;B;;;Off Campus;1;69;3,53;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;12;12;12;
7803366;18;F;BGD 1;Y;N;Biology;N;990;200708;COMM 1110;A;ECON 2105;A;MUSC 1100;A;200802;POLS 1101;C;CHEM 1151;B;CHEM 1151L;B;Off Campus;1;90;3,08;SCHOOL 22;2;High School;2;High School;B;Bachelors;17;13;13;10;
7963000;17;F;BGD 6;Y;N;Biology;N;1190;200708;COMM 1110;A;ENGL 1101;A;;;200802;MATH 1131;C;POLS 1101;B;CHEM 1211;A;Off Campus;1;69;2,73;SCHOOL 130;;No Information;;No Information;B;Bachelors;15;15;18;18;-108960
7821874;18;M;BGD 1;Y;N;General Business;N;1070;200808;COMM 1110;A;ENGL 1101;A;HIST 2111;A;200902;ECON 2105;C;MATH 1111;B;ARTH 1100;A;Off Campus;1;69;3,93;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;13;9;13;13;390720
7965217;18;F;BGD 1;Y;N;Applied Computer Science;N;950;201008;CPSC 1301;A;CPSC 1301L;A;ECON 2106;A;201102;ENGL 1102;C;MATH 1111;B;COMM 1110;A;Off Campus;1;69;3,5;SCHOOL 85;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;14;10;15;15;
7818491;17;M;BGD 1;N;N;Biology;N;1190;200608;ECON 2105;A;ENGL 1102;A;PSYC 1101;A;200702;SPAN 1002;C;MATH 1101;B;HIST 2112;A;Off Campus;0;69;3,68;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;15;15;
7870326;18;M;BGD 6;Y;N;Pre-Business;N;1220;201008;ECON 2106;A;HIST 1112;A;MATH 1111;A;201102;BIOL 1215K;C;ECON 2105;B;ENGL 1101;B;Off Campus;1;69;3,33;SCHOOL 130;2;High School;3;College/Beyond;B;Bachelors;15;12;18;18;
7900918;17;F;BGD 3;Y;N;Communication;N;950;200508;ENGL 1101;A;HIST 2111;A;MATH 1101;A;200602;SPAN 1001;C;ANTH 1105;B;ENGL 1102;B;On Campus;1;0;2,6;SCHOOL 38;2;High School;2;High School;B;Bachelors;12;12;12;12;
7857274;18;F;BGD 1;Y;N;Music Performance;N;990;200908;ENGL 1101;A;MUSC 1100;A;;;201002;HIST 2111;C;ENGL 1102;B;ITDS 2735;B;On Campus;1;150;3,25;SCHOOL 258;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;12;12;14;14;417600
7977036;18;F;BGD 3;Y;N;Early Childhood Education;N;1030;201008;ENGL 1101;A;ITDS 2735;A;ITDS 2749;A;201102;HIST 2111;C;BIOL 1215K;B;CPSC 1105;A;On Campus;1;69;3,68;SCHOOL 26;3;CollegeBeyond;2;High School;B;Bachelors;15;11;16;16;
7761918;18;F;BGD 3;Y;N;English Language/Literature;N;1150;200608;FREN 1001;A;HIST 2111;A;;;200702;HIST 1112;C;FREN 1002;B;THEA 1100;B;Off Campus;1;0;3,36;SCHOOL 13;4;OtherUnknown;2;High School;B;Bachelors;12;12;13;13;-137640
8024212;19;F;BGD 1;Y;N;Health and Physical Education;N;;200508;ITDS 2735;A;MATH 1111;A;;;200602;POLS 1101;C;ENGL 1101;B;HIST 1111;B;Off Campus;0;69;3,5;SCHOOL 130;;No Information;;No Information;B;Bachelors;13;13;14;14;
8002927;19;M;BGD 1;Y;N;Applied Computer Science;N;1190;200508;ARTH 1100;B;CPSC 1301;A;;;200602;MATH 1111;C;ENGL 1102;B;ITDS 2726;B;Off Campus;1;69;3,5;SCHOOL 227;;No Information;;No Information;V;Career Associate;16;16;16;16;
7897629;18;F;BGD 1;Y;N;Joint Enrollment - Accel;N;1110;201008;ARTH 1100;B;HIST 2112;A;PSYC 1101;A;201102;ANTH 1107;C;COMM 1110;B;GEOL 1110;B;Off Campus;1;69;3,67;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;12;-278280
8028242;18;F;BGD 3;Y;N;Psychology;N;870;201008;BIOL 1215K;B;ENGL 1101;A;PSYC 1101;A;201102;MATH 1111;C;HIST 2112;B;ANTH 1105I;A;Off Campus;0;69;3,2;SCHOOL 34;2;High School;2;High School;B;Bachelors;13;13;14;14;
7869030;18;F;BGD 1;Y;N;Chemistry;N;990;201008;BIOL 1215K;B;COMM 1110;A;ENGL 1101;A;201102;CHEM 1211;C;HIST 2111;B;CHEM 1211L;A;Off Campus;1;69;2,8;SCHOOL 240;;No Information;;No Information;B;Bachelors;15;11;13;13;
7797112;18;F;BGD 1;Y;N;Nursing;N;;200708;CHEM 1151;B;CHEM 1151L;A;ENGL 1101;A;200802;HIST 2111;C;MATH 1111;B;ENGL 1102;A;On Campus;1;90;3,62;SCHOOL 186;3;CollegeBeyond;2;High School;B;Bachelors;13;13;17;13;326520
7864920;18;F;BGD 1;Y;N;Nursing;N;1070;200808;COMM 1110;B;MATH 1111;A;;;200902;ITDS 1155;C;CHEM 1151;B;CHEM 1151L;B;Off Campus;1;69;3,14;SCHOOL 24;3;CollegeBeyond;2;High School;B;Bachelors;12;12;14;14;
7943573;17;M;BGD 1;N;N;General Business;N;1070;200808;COMM 1110;B;ENVS 1105;A;LEAD 1705;A;200902;STAT 1127;C;ARTH 1100;B;;;Off Campus;1;0;3,81;SCHOOL 15;2;High School;3;College/Beyond;B;Bachelors;14;14;14;14;752880
7829354;17;M;BGD 3;Y;N;Theatre Arts;N;;200908;COMM 1110;B;HIST 2111;A;;;201002;POLS 1101;C;THEA 1100;B;;;On Campus;1;69;2,68;SCHOOL 129;2;High School;3;College/Beyond;B;Bachelors;16;16;15;15;335460
7854663;18;F;BGD 1;Y;N;Mathematics;N;1030;200908;COMM 1110;B;ENGL 1101;A;ITDS 2749;A;201002;MATH 1113;C;ENGL 1102;B;BIOL 1215K;A;Off Campus;1;59;4;SCHOOL 29;2;High School;2;High School;B;Bachelors;15;15;16;16;465540
7757347;18;M;BGD 1;Y;N;Theatre Arts;N;1190;200908;COMM 1110I;B;ENGL 1101I;A;THEA 1100;A;201002;MATH 1101;C;HIST 2111;B;;;On Campus;1;150;3,26;SCHOOL 152;3;CollegeBeyond;2;High School;B;Bachelors;16;16;14;14;338520
7799500;18;M;BGD 1;N;N;Chemistry;N;;200508;ECON 2105;B;MUSC 1100;A;;;200602;MATH 1111;C;POLS 1101;B;HIST 1111;A;Off Campus;1;69;4;SCHOOL 7;2;High School;2;High School;B;Bachelors;12;12;14;14;-135000
7895627;18;M;BGD 1;N;N;Music Education;N;1150;200608;ENGL 1101;B;MATH 1113;A;POLS 1101;A;200702;MUSC 1100;C;ENGL 1102;B;COMM 1110;A;Off Campus;1;299;4;SCHOOL 249;2;High School;3;College/Beyond;B;Bachelors;15;15;18;18;
7951399;18;M;BGD 1;N;N;Biology;N;1150;200708;ENGL 1101;B;HIST 2111;A;MATH 1113;A;200802;MATH 1131;C;CHEM 1211;B;CHEM 1211L;B;Off Campus;1;69;3,62;SCHOOL 11;2;High School;2;High School;B;Bachelors;12;12;17;17;-326880
7937310;18;M;BGD 1;Y;N;Accounting;N;1030;200808;ENGL 1101;B;COMM 1110;A;HIST 2111;A;200902;ECON 2105;C;ARTH 1100;B;STAT 1127;A;Off Campus;1;69;3,79;SCHOOL 27;2;High School;1;Middle School/Junior High;B;Bachelors;12;12;12;12;
8023087;18;M;BGD 1;Y;N;Music Performance;N;;200908;ENGL 1101;B;ITDS 1145;A;ITDS 2735;A;201002;MUSC 1100;C;ENGL 1102;B;MATH 1101;B;On Campus;1;90;3,38;SCHOOL 308;4;OtherUnknown;3;College/Beyond;B;Bachelors;16;12;17;17;433800
7771985;17;F;BGD 1;Y;N;Undeclared;N;950;200908;ENGL 1101;B;ANTH 1105I;A;COMM 1110;A;201002;MATH 1101;C;ENGL 1102;B;FREN 1002;A;On Campus;1;181;3,4;SCHOOL 286;2;High School;1;Middle School/Junior High;B;Bachelors;15;15;13;13;184680
7755911;18;F;BGD 3;Y;N;Pre-Nursing;N;910;200908;ENGL 1101;B;CHEM 1151;A;CHEM 1151L;A;201002;HIST 2111;C;COMM 1110;B;ENGL 1102;B;On Campus;0;181;3,53;SCHOOL 286;3;CollegeBeyond;2;High School;B;Bachelors;13;13;17;17;454440
7774508;18;M;BGD 3;Y;N;Music;N;1030;200908;ENGL 1101;B;MUSC 1100;A;;;201002;HIST 1112;C;ENGL 1102;B;GEOL 1121;B;On Campus;1;90;3,26;SCHOOL 33;;No Information;;No Information;B;Bachelors;15;14;16;16;-417420
8018694;19;F;BGD 3;Y;N;Psychology;N;870;200908;GEOL 1110;B;ANTH 1105I;A;ENGL 1101;A;201002;HIST 2111;C;CPSC 1105;B;COMM 1110;A;On Campus;1;90;3,14;SCHOOL 134;4;OtherUnknown;2;High School;B;Bachelors;15;15;16;12;439320
7908946;18;F;BGD 1;Y;N;Early Childhood Education;N;1110;201008;HIST 1112;B;ECON 2106;A;ENGL 1101;A;201102;BIOL 1215K;C;ITDS 2748;B;ENGL 1102;A;Off Campus;1;69;3,8;SCHOOL 130;;No Information;;No Information;B;Bachelors;13;13;13;13;
7819379;17;F;BGD 1;Y;N;Finance;N;1380;200608;HIST 2111;B;ENGL 1101;A;MATH 1131;A;200702;POLS 1101;C;COMM 1110;B;MUSC 1100;A;Off Campus;1;69;4;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;12;12;-212940
8014593;19;M;BGD 1;Y;N;English Language/Literature;N;;200908;HIST 2111;B;COMM 1110;A;ENGL 1101;A;201002;GEOL 1121;C;ENGL 1102;B;SPAN 1001;B;On Campus;1;150;2,7;SCHOOL 350;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;17;13;
7787301;18;F;BGD 1;Y;N;Pre-Business;N;990;200908;HIST 2111;B;ENGL 1101;A;;;201002;MATH 1111;C;ENGL 1102;B;COMM 1110;A;On Campus;1;69;3,62;SCHOOL 11;2;High School;2;High School;B;Bachelors;15;11;15;15;-417420
7933599;18;F;BGD 4;Y;N;Undeclared;N;;200908;HIST 2111;B;ENGL 1101;A;;;201002;POLS 1101;C;ARTH 1100;B;ENGL 1102;A;Off Campus;1;69;3,6;SCHOOL 11;2;High School;4;Other/Unknown;B;Bachelors;12;12;14;10;372660
8017172;18;M;BGD 3;N;N;Pre-Business;N;870;200908;HIST 2111;B;ARTH 1100;A;;;201002;ECON 2105;C;ENGL 1101;B;;;Off Campus;1;0;3,92;SCHOOL 15;2;High School;2;High School;B;Bachelors;12;12;12;12;790080
7818485;18;M;BGD 6;Y;N;Biology;N;1030;201008;HIST 2111;B;BIOL 1215K;A;ENGL 1101;A;201102;CHEM 1211;C;CHEM 1211L;B;ENGL 1102;B;Off Campus;1;69;2,93;SCHOOL 130;2;High School;3;College/Beyond;B;Bachelors;17;12;20;20;
7996627;18;F;BGD 4;Y;N;Undeclared;N;870;200708;HIST 2112;B;ENGL 1101;A;ITDS 2749;A;200802;ARTH 1100;C;HIST 2111;B;MATH 1111;B;Off Campus;1;69;2,97;SCHOOL 24;2;High School;2;High School;B;Bachelors;13;9;16;16;-326880
7910031;18;M;BGD 3;Y;N;Management;N;1070;200608;ITDS 2735;B;COMM 1110;A;;;200702;POLS 1101;C;MATH 1111;B;ENVS 1105;A;On Campus;1;69;3,85;SCHOOL 26;2;High School;3;College/Beyond;B;Bachelors;16;16;12;12;434220
7860139;19;M;BGD 1;Y;N;Undeclared;N;950;200708;MATH 1101;B;ENGL 1101;A;THEA 1100;A;200802;SPAN 1001;C;ENGL 1102;B;;;Off Campus;0;69;3,57;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;12;-326880
7869227;18;F;BGD 1;Y;N;Nursing;N;;200508;MATH 1111;B;CHEM 1151;A;CHEM 1151L;A;200602;HIST 2112;C;ARTH 1100;B;COMM 1110;A;Off Campus;1;69;3,53;SCHOOL 27;2;High School;2;High School;B;Bachelors;12;12;19;19;-117540
7764297;18;F;BGD 1;N;Y;Computer Science - Systems;N;1070;200508;MATH 1111;B;ANTH 1105;A;FREN 1001;A;200602;ENVS 1105;C;ENGL 1101;B;HIST 2112;B;On Campus;1;;;SCHOOL 16;;No Information;;No Information;B;Bachelors;19;19;18;14;-596040
7948022;17;F;BGD 1;Y;N;Undeclared;N;910;200708;MATH 1113;B;ENGL 1101;A;MUSC 1100;A;200802;POLS 1101;C;CHEM 1151;B;PSYC 1101;B;Off Campus;0;69;3,21;SCHOOL 11;;No Information;;No Information;B;Bachelors;12;12;12;12;-326880
7849547;17;M;BGD 3;Y;N;Computer Science - Games;Foundations of Business;1260;200908;MATH 2125;B;CPSC 1301;A;CPSC 1301L;A;201002;ENGL 1102;C;ECON 2106;B;MATH 1113;A;On Campus;1;0;3,26;SCHOOL 1;2;High School;3;College/Beyond;B;Bachelors;15;15;16;15;325740
7955314;18;F;BGD 1;Y;N;Undeclared;N;1070;200608;PSYC 1101;B;ENGL 1101;A;ITDS 2735;A;200702;HIST 2112;C;COMM 1110;B;ENGL 1102;B;On Campus;0;138;2,73;SCHOOL 30;2;High School;3;College/Beyond;B;Bachelors;15;15;16;12;
7958469;18;F;BGD 1;Y;N;General Studies/AS;N;950;200708;PSYC 1101;B;ARTH 1100;A;ENGL 1101;A;200802;ENGL 1102;C;ANTH 1107;B;HIST 2112;B;Off Campus;1;69;3,63;SCHOOL 34;2;High School;3;College/Beyond;A;Associate;12;12;12;12;548040
7833273;18;F;BGD 3;Y;N;Biology;N;910;200708;PSYC 1101;B;ENGL 1101;A;HIST 2111;A;200802;COMM 1110;C;CHEM 1211;B;CHEM 1211L;B;On Campus;0;150;3,53;SCHOOL 371;2;High School;3;College/Beyond;B;Bachelors;13;13;17;16;101382
7850717;18;F;BGD 1;Y;N;Undeclared;N;;200908;SPAN 1002;B;CPSC 1105;A;ENGL 1101;A;201002;CHEM 1151;C;SOCI 1101;B;POLS 1101;B;Off Campus;1;69;3;SCHOOL 11;3;CollegeBeyond;2;High School;B;Bachelors;15;15;17;13;-443940
7960627;18;F;BGD 1;Y;N;Art;N;1110;201008;THEA 1100;B;ENGL 1101;A;;;201102;BIOL 1125;C;ENGL 1102;B;;;On Campus;1;69;3,46;SCHOOL 87;2;High School;2;High School;B;Bachelors;15;15;15;15;
8016260;17;F;BGD 3;Y;N;Middle Grades Education;Psychology;910;201008;BIOL 1215K;C;ENGL 1101;A;;;201102;HIST 2111;C;ENGL 1102;B;MUSC 1100;B;On Campus;1;150;2,8;SCHOOL 140;4;OtherUnknown;3;College/Beyond;B;Bachelors;14;10;16;16;
8006063;18;F;BGD 1;Y;N;Pre-Nursing;N;950;200908;CHEM 1151;C;CHEM 1151L;A;ITDS 2749;A;201002;ENGL 1101;C;COMM 1110;B;MATH 1101;B;Off Campus;1;69;2,85;SCHOOL 27;2;High School;2;High School;B;Bachelors;14;10;13;10;317880
7827717;18;F;BGD 3;Y;N;Marketing;N;1070;200508;ENGL 1101;C;COMM 1110;A;ITDS 2735;A;200602;ITDS 2726;C;ECON 2105;B;ENGL 1102;B;On Campus;1;150;3,83;SCHOOL 63;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;13;10;
8036154;18;M;BGD 6;Y;N;Undeclared;N;640;200508;HIST 2112;C;MATH 1131;A;PSYC 1101;A;200602;ENGL 1101;C;COMM 1110;B;POLS 1101;B;Off Campus;1;0;3,29;SCHOOL 1;3;CollegeBeyond;1;Middle School/Junior High;B;Bachelors;13;13;13;13;407520
7788256;18;M;BGD 1;Y;N;Music Education;N;910;200608;HIST 2112;C;ENGL 1101;A;ITDS 2749;A;200702;COMM 1110;C;ENGL 1102;B;MUSC 1100;B;Off Campus;1;150;2,36;SCHOOL 69;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;16;16;334980
7943309;18;M;BGD 1;Y;N;Mathematics;N;910;200808;HIST 2112;C;ENGL 1101;A;MATH 1111;A;200902;MATH 1113;C;ARTH 1100;B;POLS 1101;B;Off Campus;1;69;3,12;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;14;14;15;15;-900
8022049;18;M;BGD 3;N;N;Biology;N;950;200608;MATH 1111;C;ENGL 1101;A;MUSC 1100;A;200702;MATH 1113;C;HIST 2111;B;ECON 2106;A;Off Campus;1;0;3,19;SCHOOL 2;2;High School;3;College/Beyond;B;Bachelors;16;13;16;16;450480
7943241;18;M;BGD 1;Y;N;Music Education;N;950;200808;MUSC 1100;C;ITDS 2735;A;;;200902;MATH 1111;C;ENGL 1101;B;;;Off Campus;1;69;4;SCHOOL 27;;No Information;;No Information;B;Bachelors;13;9;15;13;-60000
8030790;18;F;BGD 3;Y;N;Joint Enrollment - Accel;N;990;201008;PHYS 1125;C;ARTH 1100;A;PHYS 1325;A;201102;MATH 1111;C;ECON 2105;B;SOCI 1101;A;Off Campus;1;0;3,37;SCHOOL 477;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;9;10;10;-273120
8014348;18;F;BGD 4;Y;N;Political Science;N;740;200908;POLS 1101;C;COMM 1110;A;ENGL 1101;A;201002;HIST 2111;C;ENGL 1102;B;ARTH 1100;A;Off Campus;1;69;3;SCHOOL 1;;No Information;;No Information;B;Bachelors;12;12;13;13;
7968402;18;F;BGD 3;N;N;Psychology;N;910;201008;PSYC 1101;C;ENGL 1101;A;HIST 2111;A;201102;CPSC 1105;C;SPAN 1001;B;POLS 1101;B;On Campus;1;90;2,93;SCHOOL 52;2;High School;3;College/Beyond;B;Bachelors;15;15;15;15;
7806912;18;F;BGD 1;Y;N;General Business;N;990;200808;HIST 2112;D;ENGL 1101;A;;;200902;ECON 2106;C;ANTH 1105;B;HIST 2112;B;Off Campus;1;0;3,2;SCHOOL 2;3;CollegeBeyond;2;High School;B;Bachelors;14;7;15;15;-347580
7823425;18;M;BGD 1;Y;N;General Business;N;990;200508;POLS 1101;D;ARTH 1100;A;ENGL 1101;A;200602;POLS 1101;C;ENGL 1102;B;MATH 1111;B;Off Campus;1;69;3,42;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;9;12;12;
7792372;18;F;BGD 1;Y;N;Undeclared;N;;200708;ANTH 1105;B;ENGL 1101;B;ITDS 2735;B;200802;MUSC 1100;C;HIST 2111;B;;;Off Campus;1;69;3,4;SCHOOL 130;2;High School;2;High School;B;Bachelors;12;12;12;9;
7940326;18;F;BGD 1;Y;N;Spec Ed: Gen. Curr. - Reading;Music;990;201008;ANTH 1105;B;HIST 2111;B;ITDS 2749;A;201102;ITDS 2735;C;BIOL 1215K;B;ENGL 1101;A;On Campus;1;150;3,36;SCHOOL 153;2;High School;2;High School;B;Bachelors;13;13;15;15;
7855674;18;F;BGD 3;Y;N;Psychology;N;950;200908;ANTH 1105I;B;BIOL 1215K;B;MATH 1111;B;201002;ASTR 1105;C;ENGL 1101;B;SPAN 1001;B;On Campus;1;150;2,87;SCHOOL 36;2;High School;3;College/Beyond;B;Bachelors;16;16;15;15;332400
7816534;18;M;BGD 1;Y;N;Management;N;1110;200508;ARTH 1100;B;ECON 2106;B;ENGL 1101;A;200602;POLS 1101;C;ENGL 1102;B;COMM 1110;A;Off Campus;1;0;3,27;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;13;13;
7797224;18;F;BGD 1;Y;N;General Business;N;1070;200508;ARTH 1100;B;HIST 2111;B;MATH 1111;B;200602;MATH 1113;C;ENGL 1102;B;PSYC 1101;B;Off Campus;0;69;3,29;SCHOOL 5;;No Information;;No Information;B;Bachelors;12;12;12;12;-288180
